corpus;company
 Escribo por que me siento estafado y profundamente molesto con Falabella.En resumen: fui a cambiar un producto el día jueves 06, me lo retuvieron en tienda y me quitaron los puntos CMR que había usado. Ahora no tengo el producto, ni mis puntos ni respuesta. Esto puede ser interpretado como *****a , pues hasta cuando sigue la situación así? Me dijeron que hasta ayer… luego me dicen que el lunes….La falta de seriedad, profesionalismo y capacidad de respuesta de parte de Falabella me dejó sorprendido.En detalle:Compre vía canje de puntos CMR un celular Samsung Galaxy S10 el día 03 de agosto (110.000 puntos). Con fecha 6, fui a la tienda de la Dehesa a cambiarlo por un Galaxy S20.La persona de la caja me dijo que no había problema para hacer el cambio y procedió a hacer la nota de crédito. Luego, se entera que estaba sin stock de Galaxy S20 en la tienda y me dice que no puede hacer el cambio. Al verse superado y al darse cuenta que cometió un error al anular la compra, me deriva con el Sr. F. Mejías, quien fue buena persona y comprensivo: intentó dar solución pero sin éxito, al no tener los medios en tienda para hacerlo.El problema, es que me comunica que me debe retener el Galaxy S10 y que los puntos se me reversarían pero hasta hoy no los tengo!! Cómo puede ser posible que vaya a hacer un cambio y salga de la tienda sin el producto ni los puntos??? Es simplemente insólito.Me prometieron que me iban a devolver el S10 e incluso intentar compensar el mal rato haciendo el cambio por un S20 (pagando yo la diferencia si es que fuese necesario). lamentablemente, hasta el día de hoy no tengo respuesta concreta. Por lo visto, a pesar de la buena voluntad, en la tienda no tienen los medios para enmendar el error y sigo esperando, sin tener claridad de qué va a pasar.Saludos.Cristian Junge.;Falabella
 Buenas tardes, he realizado 2 compras en Falabella.cl, las cuales tenían fecha de retiro en tienda, para el día de ayer 7 de Agosto del presente. Me comuniqué hoy con la tienda para que me dijeran el lugar de retiro ya que mi ciudad está en cuarentena, a lo que luego de más de 1 hora de espera en llamadas, me contestaron que los productos están en la tienda pero la cual se encuentra cerrada, me intentaron dar un solicitud para que me re enviaran la compra, diciendo que debía volver a llamar al servicio al cliente, a los cual estuve otra hora más tratando que me.contestaran, pero no lo hicieron, tampoco me dieron otra opción de retiro. Y ya que nadie contesta, pongo el reclamo aca, porque en tiempos tan difíciles de pandemia donde uno elige ir a retirar productos para asi ir en forma rápida y volver, mínimo deberían estar informando el estado del pedido y buscar otro lugar de retiro, ya que me dijeron que la tienda esta cerrada.gracias.;Falabella
" Estimados,Quiero hacer mi reclamo formal en contra de Falabella Retail ya que el día jueves 30 de Julio realicé una compra de dos productos, que según la fecha en el momento de que realizaba la cotización de la compra e ingresaba los datos para el despacho decía que llegarían esta semana, pero una vez realizada la compra uno de los dos productos (una bicicleta para mi hija para el día del niño), revisé en la página en la sección ""mis Órdenes"" y decía que la bicicleta llegaría el día 18 de Agosto (día del niño 16 de agosto), es decir, después del día del niño, ahora bien, sobre esto no me compliqué, simplemente al día siguiente (viernes 31 de julio) coticé la misma bicicleta en Oxford Store y me garantizaron la entrega esta semana (de hecho ya me llegó), por lo que cancelé este pedido a Falabella y compré a Oxford Store. Mi problema comenzó puesto que primero, me hicieron la nota de crédito sólo por la bicicleta por (69.990) sin el despacho de la misma (8.990), reclamé y me dijeron que ingresarían mi reclamo y que me llegaría un correo al respecto (nunca llegó), todo esto vía el whatsapp oficial de Falabella ayuda, como el pago fue con mi tarjeta de crédito me informaron que la devolución tardaría 72 horas hábiles en materializarse, hecho que hasta hoy no ha sucedido.Es insólito que las empresas grandes tengan la libertad de realizar esta clase de gestiones deliberadamente y que no haya sanción alguna, he realizado compras por Aliexpress y otras páginas webs y me ha tocado en algunas ocasiones, recibir reembolso o devolución y con una empresa chilena, pues pasa esto.Conservo los Whatsapp, correos, boleta y nota de crédito (la NC sin el despacho).";Falabella
 Estimados,Estoy bastante molesto ya que la atención telefónica es muy mala, compre un producto el 31 de julio luego de eso paso una semana para que recién me confirmen y me digan que se cancelo la orden entiendo que perdí mi dinero ya que lo pague inmediatamente en mi tarjeta, luego de tanto mensajes en su atención por wathsapp fue el único medio para saber algo y me indican que es un problema de la tienda y no me dan ninguna solución a esto solo esperar, quiero mi dinero devuelto ya que solo piden esperar pero pasan meses aveces sin responder y mi molestia es que no es primera vez.;Falabella
 con fecha 30/06 se compra articulo por internet y la entrega no se ha realizado a la fecha.;Falabella
 Compre por la web una Notebook de 500.000$. Debitaron el monto de mi tarjeta pero la compra nunca fue aceptada por falabella por lo que se canceló sin devolverme el dinero.Llevo 2 semanas llamando todos los días n y nadie me da respuesta, me responden siempre lo mismo como si hablara con una maquina .Me robaron $500.000 !!!!Reclamo 1-89110596796;Falabella
 Compre unos botines a fines de junio con débito y me llegaron antes de la fecha estipulada ,y ese mismo día me los probé quedándome chicos a lo cual solicité un cambio y me dijeron que no habían en ese momento números más grande por lo que pedí nota de credito y hasta la fecha no tengo ninguna respuesta y llamo por teléfono a post venta y me dicen que siga esperando, lo cual encuentro una burla, porque ha pasado más de un mes desde la fecha que me los entregaron;Falabella
 Mi Señora Dolores Rufin, Rut 17.699.xxx-x, realizo una compra de 4 packs de 4 sillas Tolix por Falabella con fecha de 4/07/2020 por un total de 346.940.Numero de despacho 121157217186 y numero de orden 5483186289. El día miércoles 05/08/2020 me llamaron para recibir un despacho de Falabella donde me entregaban un pack de 4 sillas y yo les pregunte por las otras, me dijeron que eran todas las que venían en el despacho. En ese minuto les pedí firmar alguna recepción y me dijeron que por coronavirus no estaban firmando nada, me pidieron mi rut, nombre completo y mail.Luego le comente a mi señora que habían llegado 4 sillas y ella inmediatamente mando un mail reclamando las otras 12 sillas de la compra.El día de hoy, 07/08/2020 mi señora Dolores Rufin fue a Falabella presencialmente para reclamar las sillas y ellos les dijeron que por sistema estaba el total despachado. Le comentaron que era su palabra contra la de ella y esto no corresponde.Esperamos que Falabella entregue el total de la compra en nuestra casa lo antes posible y que solucionen este problema;Falabella
 El día de ayer se supone me debiese haber llegado mi producto, compre dos antenas de recepción wifi, llame a servicio al cliente y las respuestas que te dan son mecanizadas y en ningún momento útiles, por lo que estado leyendo estoy seguro que el producto no me llegara por una buena semana más. Señores de falabella, si no puede cumplir con sus fechas de entrega, entonces no las publicite, y ponga un rango de fechas dinámico para que los clientes no sintamos que nos están ********o , como ciertamente me siento yo. Estoy seguro que mucha gente prefiere que le digan la verdad y esperar un poco más a sentirse ********s .;Falabella
 Compre un celular en falabella, quedaron de enviarlo a domicilio con fecha 20 de julio, hoy 07 agosto aun no recibo el producto, no hay manera de realizar el reclamo, no contestan por pagina del a empresa ni por telefono. Habra alguien responsable para darme siquiera una explicacion....;Falabella
" compra efectuada a falabella, posteriormente informan que producto no va a llegar y que dinero va a ser devuelto; a la fecha ninguna respuesta de dicha devolución";Falabella
 Compre un disco duro externo en falabella on line el día 24 de julio de 2020, el producto llego a mi domicilio el día 26 de julio de 2020.Las características del producto que compre eran un disco duro externo marca toshiba de 4 TB con un valor de $109.990. mas el valor del despacho obviamente. lo que me llego ese día fue un disco duro externo de 2 TB el cual presenta en el embalaje un valor de $79.990. Claramente no es lo que compre.En reiteradas ocasiones llame a los números que falabella indica como atención al cliente los cuales no responden ya que derivan a realizar los tramites por pagina web.Solo he hablado por whatsapp con varios ejecutivos los cuales en ocasiones responden como si fueran ejecutivos virtuales.Finalmente después de tanta insistencia llega un repartidor a realizar el cambio el cual no procede debido a que el código del producto que me llego no es el mismo que existe en la boleta, claro que no es el mismo código si ellos fueron quienes enviaron un producto erróneo.Hasta ahora no tengo una respuesta, he insistido telefónicamente sin respuesta y aun sigo esperando la respuesta de la ejecutiva por Whatsapp.La verdad no se que pensar, el producto lo compre en cuotas y tengo que pagarlo igual. Falabella no responde por sus clientes, al contrario, les esta robando.;Falabella
 El 28 de abril del presente año ,hice una compra por internet a falabella,me hicieron dos ordenes de compra porque no podian entregarlo todo en uno ,pero me hicieron solo una boleta ,tambien cobraron aparte el despacho.Una de las ordenes llego ,pero la otra no.Llame muchas veces y salia que habia un despacho pendiente,pense que podia llegar en cualquier momento ,pero no fue asi , ahora volvi a llamar y escucho que no hay nada pendiente. Ademas cuesta tanto encontrar que alguien te conteste,solo hay maquinas operadoras,esto nunca me habia pasado es primera vez.;Falabella
 compré el 16 de julio productos disco duro un mouse han pasado 20 dias y no llega, los telefonos no funiconan ni correos, nada;Falabella
 Realice una compra en falabella él 10 de Julia a domicilio llego la mitad y la otra jamas llego y él sistema les arroja que fue todo entregado. Si llamo me dicen que esta para retiro , llevo casi él mes para anular la mitad de la compra y me puedan hacer mi devolución de dinero. Y sigo llamando y me dan respuesta de entrega falsa ..cueck .que manera de robar a la gente nadie se hace cargo estos casos ponen a las damas a dar respuestas como robot y de ahí no pasa falabella se manda sola señores . uno compra ,las cosas no llegan ,y cierran los casos. Que estupides;Falabella
 Compré 4 sillas por internet, en Fallabella. Pagué el despacho más caro del mercado y esperé pacientemente durante 1 mes a que llegara. El mismo día en que se suponía llegaría el despacho, me mandan un whatsapp (automático, no responde nadie) diciendo que no podrán entregar mi compra. Que por favor complete un formulario para devolución del dinero. No me dan ninguna explicación y no puedo hablar con nadie (lo intento durante horas, por la página web y por teléfono).;Falabella
 Se hizo una compra de un valor bastante grande el cual aparece como entregado los productos y es falso!!!! Se ha llamado reiteradas veces para hacer reclamo y no dan solución. Hemos enviado correos y tampoco hay respuestas. Cual es la idea????? Los repartidores no hacen su entrega y se quedan con los productos??????? Cerraremos ambas tarjetas de clientes premium. Cansados de tanta *****a . Asuman y den la cara;Falabella
